6#实际给料量,6#干燥炉排一段下漏渣溜管A温度,6#干燥炉排二段下漏渣溜管C温度,6#炉二次风电动调节门（后壁侧）,6#炉排烟SO2小时实时均值,6#炉活性炭流量累计,6#炉点火燃烧器A天然气压力,6#炉点火燃烧器B天然气压力,6#炉白班主汽流量,6#炉省煤器旁路烟气调节风门位置,6#炉省煤器灰斗出口烟气温度,6#炉粉尘折算小时均值,6#炉粉尘折算日均值,6#焚烧炉膛前温度,6#预计焚烧量
301.7292,132.73941,166.11995,10.034722,6.4783716,3.15,255.04631,264.09723,539.7018,20.891203,199.56152,1.2081835,1.2081941,944.7709,427.332
301.7292,132.83177,165.55772,10.034722,6.4772563,3.15,255.04631,264.09723,539.7018,20.877316,199.56152,1.2081835,1.2081941,944.7709,427.332
301.7292,132.83177,165.74512,10.032407,6.476212,3.15,255.04631,264.16666,539.7018,20.870369,199.56152,1.2081835,1.2081941,944.7709,427.332
301.7292,132.83177,165.55772,10.0023155,6.4751534,3.15,255.04631,264.16666,539.7018,20.884258,199.6023,1.2081835,1.2081941,944.7709,427.332
301.7292,132.73941,166.11995,10.032407,6.4739513,3.15,255.04631,264.09723,539.7018,20.877316,199.6023,1.2081835,1.2081941,944.8655,427.332
301.7292,132.64706,166.21367,10.041667,6.4726644,3.15,255.04631,264.09723,539.7018,20.831018,199.6023,1.2081835,1.2081941,944.7709,427.332
301.7292,132.64706,166.11995,10.034722,6.4714513,3.15,255.04631,264.09723,539.7018,20.884258,199.6023,1.2081835,1.2081941,944.7709,427.332
301.7292,132.64706,166.47798,10.027779,6.469884,3.15,255.04631,264.09723,539.7018,20.884258,199.61588,1.2081835,1.2081941,944.8655,427.332
301.7292,132.83177,165.93253,10.027779,6.4679546,3.15,255.04631,264.09723,539.7018,20.884258,199.61588,1.2081835,1.2081941,944.8655,427.332
301.7292,132.64706,166.02625,10.041667,6.46575,3.15,255.04631,264.16666,539.7018,20.891203,199.61588,1.2081835,1.2081941,944.7709,427.332
301.7292,132.73941,166.47798,10.034722,6.463415,3.15,255.04631,264.09723,539.7018,20.863426,199.61588,1.2081835,1.2081941,944.8655,427.332
301.7292,132.73941,166.02625,10.020833,6.4583664,3.15,255.04631,264.09723,539.7018,20.86111,199.61588,1.2081835,1.2081941,944.7709,427.332
301.7292,132.73941,166.21367,10.034722,6.455426,3.15,255.04631,264.09723,539.7018,20.891203,199.64307,1.2081835,1.2081941,944.8655,427.332
301.7292,132.9241,165.93253,10.034722,6.4524155,3.15,255.04631,264.09723,539.7018,29.395834,199.64307,1.2081835,1.2081941,944.9601,427.332
301.7292,132.83177,165.93253,10.048612,6.449035,3.15,255.04631,264.09723,539.7018,29.395834,199.64307,1.2081835,1.2081941,944.8655,427.332
301.7292,132.73941,166.11995,10.034722,6.445556,3.15,255.04631,264.16666,539.7018,29.400461,199.64307,1.2081835,1.2081941,944.7709,427.332
301.7292,132.73941,166.11995,10.020833,6.4418244,3.15,254.9537,264.09723,539.7018,29.379631,199.64307,1.2081835,1.2081941,944.7709,427.332
301.7292,132.73941,166.21367,10.041667,6.438177,3.15,255.04631,264.09723,539.7018,29.381947,199.64307,1.2081835,1.2081941,944.8655,427.332
301.7292,132.83177,165.93253,10.027779,6.434775,3.15,255.04631,264.09723,539.7018,29.402777,199.68387,1.2081835,1.2081941,944.9601,427.332
301.7292,132.73941,165.93253,10.032407,6.4310126,3.15,255.04631,264.09723,539.7018,29.402777,199.68387,1.2081835,1.2081941,944.8655,427.332
301.7292,132.73941,166.38333,10.041667,6.4272575,3.15,255.04631,264.16666,539.7018,29.395834,199.68387,1.2081835,1.2081941,944.8655,427.332
301.7292,132.83177,166.21367,10.0625,6.4234004,3.15,255.11575,264.09723,539.7018,29.395834,199.68387,1.2081835,1.2081941,944.9601,427.332
301.7292,132.9241,166.11995,10.041667,6.406632,3.15,255.04631,264.09723,539.7018,29.377314,199.68387,1.2081835,1.2081941,944.9601,427.332
301.7292,132.83177,166.38333,10.055555,6.4023504,3.15,255.04631,264.09723,539.7018,29.402777,199.68387,1.2081835,1.2081941,945.05475,427.332
301.7292,132.73941,166.11995,10.027779,6.398603,3.15,255.04631,264.02777,539.7018,29.402777,199.68387,1.2081835,1.2081941,944.9601,427.332
301.7292,132.83177,166.21367,10.034722,6.3902025,3.15,255.04631,264.09723,539.7018,29.402777,199.64307,1.2081835,1.2081941,944.9601,427.332
301.7292,132.83177,166.38333,10.020833,6.385697,3.15,255.11575,264.09723,539.7018,29.402777,199.64307,1.2081835,1.2081941,945.05475,427.332
301.7292,133.10883,165.74512,10.023149,6.3817415,3.15,255.04631,264.09723,539.7018,29.402777,199.64307,1.2081835,1.2081941,944.9601,427.332
301.7292,132.83177,166.21367,10.034722,6.377952,3.15,255.04631,264.09723,539.7018,29.386574,199.64307,1.2081835,1.2081941,944.8655,427.332
301.7292,132.9241,166.21367,10.034722,6.374205,3.15,255.04631,264.09723,539.7018,29.402777,199.64307,1.2081835,1.2081941,945.05475,427.332
301.7292,132.83177,166.21367,10.034722,6.3669543,3.15,254.9537,264.09723,539.7018,29.402777,199.64307,1.2081835,1.2081941,944.9601,427.332
301.7292,132.83177,166.47798,10.041667,6.3640323,3.15,255.04631,264.09723,539.7018,29.409721,199.64307,1.2081835,1.2081941,945.2126,427.332
301.7292,133.10883,166.02625,10.018518,6.361313,3.15,255.11575,264.09723,539.7018,29.402777,199.64307,1.2081835,1.2081941,945.05475,427.332
301.7292,133.10883,165.93253,10.027779,6.3582244,3.16,255.04631,264.02777,539.7018,29.38889,199.61588,1.2081835,1.2081941,945.05475,427.332
301.7292,133.10883,166.02625,10.039351,6.3547873,3.16,255.04631,264.09723,539.7018,29.402777,199.61588,1.2081835,1.2081941,945.2126,427.332
301.7292,132.9241,166.57268,10.034722,6.351384,3.16,255.04631,264.09723,539.7018,29.395834,199.61588,1.2081835,1.2081941,945.05475,427.332
301.7292,132.9241,166.21367,10.027779,6.3485136,3.16,255.04631,264.09723,539.7018,29.374998,199.61588,1.2081835,1.2081941,945.05475,427.332
301.7292,132.9241,166.21367,10.027779,6.3457994,3.16,255.04631,264.09723,539.7018,29.381947,199.61588,1.2081835,1.2081941,944.9601,427.332
301.7292,132.83177,166.47798,10.034722,6.3430476,3.16,255.04631,264.09723,539.7018,29.37037,199.61588,1.2081835,1.2081941,945.2126,427.332
301.7292,133.20119,166.02625,10.034722,6.340368,3.16,255.04631,264.09723,539.7018,29.402777,199.61588,1.2081835,1.2081941,945.3072,427.332
301.7292,133.10883,165.93253,10.041667,6.337822,3.16,255.04631,264.09723,539.7018,29.402777,199.61588,1.2081835,1.2081941,945.3072,427.332
301.7292,133.20119,166.02625,10.034722,6.332551,3.16,255.04631,264.09723,539.7018,29.402777,199.61588,1.2081835,1.2081941,945.2126,427.332
301.7292,132.9241,166.38333,10.025463,6.329903,3.16,255.04631,264.02777,539.7018,29.402777,199.61588,1.2081835,1.2081941,945.2126,427.332
301.7292,132.9241,166.38333,9.997685,6.327195,3.16,255.04631,264.02777,539.7018,29.395834,199.61588,1.2081835,1.2081941,945.05475,427.332
301.7292,133.10883,165.93253,10.027779,6.324863,3.16,255.04631,264.09723,539.7018,29.372686,199.64307,1.2081835,1.2081941,945.05475,427.332
301.7292,132.9241,166.21367,10.027779,6.32255,3.16,255.04631,264.09723,539.7018,29.393518,199.64307,1.2081835,1.2081941,945.2126,427.332
301.7292,133.20119,165.93253,10.041667,6.3186083,3.16,255.04631,264.09723,539.7018,29.395834,199.64307,1.2081835,1.2081941,945.2126,427.332
301.7292,133.10883,166.21367,10.041667,6.316958,3.16,255.04631,264.02777,539.7018,29.402777,199.68387,1.2081835,1.2081941,945.05475,427.332
301.7292,133.20119,166.11995,9.99537,6.3154154,3.16,255.04631,264.09723,539.7018,29.402777,199.68387,1.2081835,1.2081941,945.2126,427.332
301.7292,133.29358,166.02625,10.034722,6.3141127,3.16,255.04631,264.09723,539.7018,29.402777,199.69745,1.2081835,1.2081941,945.40186,427.332
301.7292,133.29358,166.02625,10.018518,6.3132033,3.16,255.04631,264.16666,539.7018,29.395834,199.69745,1.2081835,1.2081941,945.3072,427.332
301.7292,133.20119,166.21367,10.0023155,6.3127103,3.16,255.04631,264.09723,539.7018,29.395834,199.69745,1.2081835,1.2081941,945.3072,427.332
301.7292,133.10883,166.57268,10.041667,6.3127265,3.16,255.02315,264.09723,539.7018,29.38889,199.72464,1.2081835,1.2081941,945.3072,427.332
301.7292,133.10883,166.21367,10.034722,6.3133693,3.16,255.04631,264.09723,539.7018,29.402777,199.72464,1.2081835,1.2081941,945.05475,427.332
301.7292,133.20119,165.93253,10.034722,6.3146358,3.16,254.9537,264.09723,539.7018,29.372686,199.76544,1.2081835,1.2081941,945.3072,427.332
301.7292,133.29358,165.65141,10.041667,6.3163514,3.16,254.9537,264.09723,539.7018,29.395834,199.77904,1.2081835,1.2081941,945.3072,427.332
301.7292,133.29358,165.74512,9.997685,6.3182983,3.16,255.04631,264.09723,539.7018,29.395834,199.77904,1.2081835,1.2081941,945.2126,427.332
301.7292,133.20119,166.21367,10.631945,6.322325,3.16,255.04631,264.09723,539.7018,29.395834,199.80621,1.2081835,1.2081941,945.3072,427.332
301.7292,133.29358,165.74512,10.606482,6.323997,3.16,254.9537,264.09723,539.7018,29.402777,199.81981,1.2081835,1.2081941,945.3072,427.332
301.7292,133.20119,165.93253,11.520834,6.325499,3.16,255.02315,264.02777,539.7018,29.395834,199.81981,1.2081835,1.2081941,945.3072,427.332
301.7292,133.20119,166.02625,11.516204,6.3268785,3.16,254.9537,264.09723,539.7018,29.365742,199.86061,1.2081835,1.2081941,945.3072,427.332
301.7292,133.20119,166.02625,11.516204,6.328363,3.16,254.9537,264.09723,539.7018,29.393518,199.88779,1.2081835,1.2081941,945.3072,427.332
301.7292,133.29358,165.93253,11.523149,6.329897,3.16,255.04631,264.09723,539.7018,29.38889,199.88779,1.2081835,1.2081941,945.3072,427.332
301.7292,133.20119,165.74512,12.402778,6.331377,3.16,255.04631,264.09723,539.7018,29.365742,199.90138,1.2081835,1.2081941,945.40186,427.332
301.7292,133.10883,166.11995,12.409722,6.332609,3.16,255.02315,264.09723,539.7018,29.395834,199.94218,1.2081835,1.2081941,945.3072,427.332
301.7292,133.20119,165.93253,12.395833,6.3336434,3.16,255.04631,264.09723,539.7018,29.402777,199.95578,1.2081835,1.2081941,945.49646,427.332
301.7292,133.29358,165.55772,13.305555,6.334627,3.16,254.9537,264.09723,539.7018,29.395834,199.95578,1.2081835,1.2081941,945.3072,427.332
301.7292,133.10883,166.11995,13.303241,6.335613,3.16,255.04631,264.02777,539.7018,29.402777,199.98296,1.2081835,1.2081941,945.3072,427.332
301.7292,133.20119,166.21367,13.340278,6.336762,3.16,255.02315,264.09723,539.7018,29.395834,200.02377,1.2081835,1.2081941,945.40186,427.332
301.7292,133.29358,165.93253,14.111111,6.3383255,3.16,254.9537,264.09723,539.7018,29.402777,200.03735,1.2081835,1.2081941,945.40186,427.332
301.7292,133.29358,165.65141,13.333334,6.3403516,3.16,254.9537,264.16666,539.7018,29.395834,200.06454,1.2081835,1.2081941,945.40186,427.332
301.7292,133.38594,165.74512,13.335649,6.342578,3.16,254.9537,264.09723,539.7018,29.386574,200.07814,1.2081835,1.2081941,945.49646,427.332
301.7292,133.20119,166.11995,13.326388,6.345071,3.16,255.02315,264.09723,539.7018,29.409721,200.11894,1.2081835,1.2081941,945.43335,427.332
301.7292,133.10883,166.02625,13.342592,6.3477187,3.16,255.02315,264.09723,539.7018,29.402777,200.14612,1.2081835,1.2081941,945.3072,427.332
301.7292,133.38594,165.46402,13.326388,6.3536196,3.16,254.9537,264.09723,539.7018,29.402777,200.2005,1.2081835,1.2081941,945.43335,427.332
301.7292,133.20119,165.93253,13.331018,6.3570976,3.16,255.02315,264.09723,539.7018,29.402777,200.21411,1.2081835,1.2081941,945.43335,427.332
301.7292,133.10883,166.21367,12.724537,6.3606257,3.16,255.04631,264.02777,539.7018,29.402777,200.2413,1.2081835,1.2081941,945.528,427.332
301.7292,133.38594,165.65141,12.738426,6.3644485,3.16,254.9537,264.02777,539.7018,29.402777,200.28207,1.2081835,1.2081941,945.49646,427.332
301.7292,133.29358,165.55772,12.7314825,6.3689723,3.16,255.04631,264.02777,539.7018,29.402777,200.2957,1.2081835,1.2081941,945.528,427.332
301.7292,133.20119,166.11995,11.821759,6.3799953,3.16,254.9537,264.02777,539.7018,29.395834,200.32289,1.2081835,1.2081941,945.528,427.332
301.7292,133.38594,165.55772,11.80787,6.3862524,3.16,254.9537,264.02777,539.7018,29.37037,200.33649,1.2081835,1.2081941,945.528,427.332
301.7292,133.29358,165.55772,11.796296,6.392855,3.16,254.9537,264.09723,539.7018,29.402777,200.37726,1.2081835,1.2081941,945.528,427.332
301.7292,133.20119,165.46402,11.805555,6.4004593,3.16,254.9537,264.09723,539.7018,29.402777,200.40448,1.2081835,1.2081941,945.43335,427.332
301.7292,133.29358,165.18295,10.918982,6.408514,3.16,254.9537,264.02777,539.7018,29.402777,200.40448,1.2081835,1.2081941,945.528,427.332
301.7292,133.20119,165.93253,10.925926,6.424843,3.16,254.9537,264.09723,539.7018,29.38889,200.41808,1.2081835,1.2081941,945.528,427.332
301.7292,133.20119,165.93253,10.921296,6.433763,3.16,254.9537,264.09723,539.7018,29.395834,200.45885,1.2081835,1.2081941,945.43335,427.332
301.7292,133.29358,165.93253,10.05787,6.442581,3.16,254.9537,264.09723,539.7018,29.400461,200.45885,1.2081835,1.2081941,945.62274,427.332
301.7292,133.38594,165.18295,10.034722,6.4512835,3.16,254.9537,264.09723,539.7018,25.891203,200.45885,1.2081835,1.2081941,945.528,427.332
301.7292,133.20119,165.65141,10.041667,6.4597335,3.16,255.04631,264.09723,539.7018,25.877316,200.48607,1.2081835,1.2081941,945.43335,427.332
301.7292,133.38594,165.46402,10.011574,6.4746313,3.16,254.9537,264.02777,539.7018,25.891203,200.49966,1.2081835,1.2081941,945.5912,427.332
301.7292,133.38594,165.37033,10.032407,6.4813743,3.16,255.04631,264.02777,539.7018,25.891203,200.49966,1.2081835,1.2081941,945.40186,427.332
301.7292,133.38594,165.46402,10.00463,6.487498,3.16,254.9537,264.09723,539.7018,25.891203,200.49966,1.2081835,1.2081941,945.5912,427.332
301.7292,133.38594,165.37033,10.027779,6.4932294,3.16,255.02315,264.09723,539.7018,25.900463,200.49966,1.2081835,1.2081941,945.5912,427.332
301.7292,133.20119,165.74512,10.034722,6.4982758,3.16,255.02315,264.02777,539.7018,25.868055,200.49966,1.2081835,1.2081941,945.5912,427.332
301.7292,133.20119,165.46402,10.041667,6.50738,3.16,254.9537,264.02777,539.7018,25.891203,200.54044,1.2081835,1.2081941,945.49646,427.332
301.7292,133.10883,165.55772,10.020833,6.5110793,3.16,254.9537,264.02777,539.7018,25.891203,200.54044,1.2081835,1.2081941,945.528,427.332
301.7292,133.20119,165.65141,9.988425,6.514323,3.16,254.9537,264.09723,539.7018,25.900463,200.54044,1.2081835,1.2081941,945.62274,427.332
301.7292,133.38594,165.08928,9.990741,6.517218,3.16,254.9537,264.02777,539.7018,25.891203,200.54044,1.2081835,1.2081941,945.62274,427.332
301.7292,133.20119,165.46402,10.039351,6.5200825,3.16,255.02315,264.02777,539.7018,25.89815,200.54044,1.2081835,1.2081941,945.528,427.332
301.7292,133.38594,165.18295,10.041667,6.5254703,3.16,254.9537,264.09723,539.7018,25.891203,200.54044,1.2081835,1.2081941,945.812,427.332
301.7292,133.38594,165.08928,10.027779,6.528429,3.16,254.9537,264.02777,539.7018,25.884258,200.54044,1.2081835,1.2081941,945.812,427.332
301.7292,133.38594,164.9956,10.034722,6.5313363,3.16,254.9537,264.02777,539.7018,25.891203,200.55406,1.2081835,1.2081941,945.62274,427.332
301.7292,133.38594,164.9956,10.041667,6.534038,3.16,254.9537,264.09723,539.7018,25.86111,200.55406,1.2081835,1.2081941,945.62274,427.332
301.7292,133.38594,164.90192,10.041667,6.536612,3.16,254.9537,264.09723,539.7018,25.891203,200.55406,1.2081835,1.2081941,945.62274,427.332
301.7292,133.38594,165.46402,9.997685,6.5405025,3.16,255.02315,264.02777,539.7018,25.891203,200.58125,1.2081835,1.2081941,945.812,427.332
301.7292,133.47832,165.08928,10.018518,6.54203,3.16,254.9537,264.09723,539.7018,25.900463,200.58125,1.2081835,1.2081941,945.78046,427.332
301.7292,133.20119,165.37033,9.990741,6.5435863,3.16,255.02315,264.02777,539.7018,25.891203,200.58125,1.2081835,1.2081941,945.5912,427.332
301.7292,133.29358,165.46402,10.027779,6.545123,3.16,255.02315,264.02777,539.7018,25.891203,200.62204,1.2081835,1.2081941,945.78046,427.332
301.7292,133.38594,165.18295,10.020833,6.5466123,3.16,254.9537,264.02777,539.7018,25.86111,200.62204,1.2081835,1.2081941,945.78046,427.332
301.7292,133.38594,165.08928,10.034722,6.548057,3.16,254.9537,264.02777,539.7018,25.89815,200.62204,1.2081835,1.2081941,945.5912,427.332
301.7292,133.20119,165.46402,10.034722,6.5491924,3.16,254.9537,264.02777,539.7018,25.86111,200.62204,1.2081835,1.2081941,945.5912,427.332
301.7292,133.29358,165.46402,10.048612,6.5499716,3.16,254.9537,264.02777,539.7018,25.891203,200.62204,1.2081835,1.2081941,945.78046,427.332
301.7292,133.38594,165.18295,10.05787,6.550646,3.16,254.9537,264.02777,539.7018,25.891203,200.62204,1.2081835,1.2081941,945.87524,383.136
301.7292,133.38594,165.08928,10.00463,6.551372,3.16,254.9537,264.02777,539.7018,25.877316,200.62204,1.1643907,1.2081941,945.78046,383.136
301.7292,133.38594,165.18295,10.034722,6.552095,3.16,255.02315,264.02777,539.7018,25.891203,200.62204,1.1643907,1.2081941,945.87524,383.136
301.7292,133.20119,165.46402,10.592592,6.5550523,3.16,254.9537,264.02777,539.7018,25.891203,200.62204,1.1643907,1.2081941,945.5912,383.136
301.7292,133.20119,165.46402,10.638889,6.5570908,3.16,254.9537,264.02777,539.7018,25.881943,200.62204,1.1643907,1.2081941,945.5912,383.136
301.7292,133.20119,165.74512,10.048612,6.559462,3.16,254.9537,264.02777,539.7018,25.893518,200.62204,1.1643907,1.2081941,945.62274,383.136
301.7292,133.47832,165.18295,10.034722,6.562037,3.16,254.9537,264.02777,539.7018,25.877316,200.62204,1.1643907,1.2081941,945.78046,383.136
301.7292,133.38594,165.08928,10.034722,6.564737,3.16,254.9537,264.09723,539.7018,25.875,200.58125,1.1643907,1.2081941,945.812,383.136
301.7292,133.47832,165.37033,10.041667,6.5698805,3.16,254.9537,264.09723,539.7018,25.893518,200.58125,1.1643907,1.2081941,945.87524,383.136
301.7292,133.47832,164.9956,10.027779,6.572618,3.16,254.9537,264.09723,539.7018,25.891203,200.58125,1.1643907,1.2081941,945.87524,383.136
301.7292,133.38594,165.08928,10.027779,6.5753717,3.16,254.9537,264.09723,539.7018,25.900463,200.58125,1.1643907,1.2030556,945.78046,383.136
301.7292,133.29358,165.18295,10.034722,6.5780654,3.16,254.9537,264.02777,539.7018,25.900463,200.58125,1.1643907,1.2030556,945.78046,383.136
301.7292,133.47832,164.80824,10.027779,6.580565,3.16,255.02315,264.09723,539.7018,25.900463,200.58125,1.1643907,1.2030556,945.87524,383.136
301.7292,133.47832,165.37033,10.034722,6.5830755,3.16,254.9537,264.02777,539.7018,25.884258,200.58125,1.1643907,1.2030556,946.00134,383.136
301.7292,133.47832,165.37033,10.032407,6.5855727,3.16,254.9537,264.09723,539.7018,25.900463,200.58125,1.1643907,1.2030556,945.96985,383.136
301.7292,133.47832,165.37033,10.034722,6.58829,3.16,254.9537,264.09723,539.7018,25.891203,200.58125,1.1643907,1.2030556,945.96985,383.136
301.7292,133.38594,165.18295,10.631945,6.5915074,3.16,254.9537,264.09723,539.7018,25.891203,200.58125,1.1643907,1.2030556,945.87524,383.136
301.7292,133.29358,165.93253,11.530092,6.5949044,3.16,254.9537,264.02777,539.7018,25.891203,200.55406,1.1643907,1.2030556,945.87524,383.136
301.7292,133.47832,165.37033,11.518518,6.5987744,3.16,254.9537,264.02777,539.7018,25.891203,200.55406,1.1643907,1.2030556,945.96985,383.136
301.7292,133.47832,165.08928,11.5023155,6.602885,3.16,254.9537,264.02777,539.7018,25.900463,200.55406,1.1643907,1.2030556,945.87524,383.136
301.7292,133.29358,165.74512,11.530092,6.607041,3.16,254.9537,264.02777,539.7018,25.891203,200.55406,1.1643907,1.2030556,945.87524,383.136
301.7292,133.29358,165.74512,12.398149,6.6111636,3.16,254.9537,264.09723,539.7018,25.900463,200.55406,1.1643907,1.2030556,945.96985,383.136
301.7292,133.38594,165.37033,12.402778,6.61573,3.16,254.9537,264.09723,539.7018,25.891203,200.55406,1.1643907,1.2030556,945.96985,383.136
301.7292,133.29358,165.93253,12.416667,6.62032,3.16,254.9537,264.09723,539.7018,25.900463,200.55406,1.1643907,1.2030556,945.96985,383.136
301.7292,133.38594,165.37033,12.423612,6.625098,3.16,254.9537,264.02777,539.7018,25.884258,200.55406,1.1643907,1.2030556,945.96985,383.136
301.7292,133.6631,165.08928,12.395833,6.6297207,3.16,254.9537,264.09723,539.7018,25.877316,200.55406,1.1643907,1.2030556,946.00134,383.136
301.7292,133.47832,165.37033,11.532407,6.6340046,3.16,254.9537,264.09723,539.7018,16.048613,200.55406,1.1643907,1.2030556,946.00134,383.136
301.7292,133.29358,165.74512,11.516204,6.6382947,3.16,254.9537,264.02777,539.7018,16.057869,200.55406,1.1643907,1.2030556,945.87524,383.136
301.7292,133.47832,165.55772,11.523149,6.6422358,3.16,254.9537,264.02777,539.7018,16.057869,200.54044,1.1643907,1.2030556,946.096,383.136
301.7292,133.6631,165.37033,11.530092,6.6459656,3.16,254.9537,264.02777,539.7018,16.055555,200.54044,1.1643907,1.2030556,946.00134,383.136
301.7292,133.29358,165.65141,11.539352,6.6494265,3.16,254.9537,264.02777,539.7018,16.048613,200.54044,1.1643907,1.2030556,946.00134,383.136
301.7292,133.38594,166.02625,11.513889,6.6527867,3.16,254.9537,264.02777,539.7018,16.025463,200.54044,1.1643907,1.2030556,945.90674,383.136
301.7292,133.38594,165.74512,10.921296,6.655692,3.16,254.88428,264.0046,539.7018,16.048613,200.54044,1.1643907,1.2030556,945.90674,383.136
301.7292,133.6631,165.46402,10.918982,6.658446,3.16,254.9537,264.02777,539.7018,16.048613,200.54044,1.1643907,1.2030556,946.096,383.136
301.7292,133.47832,165.93253,10.918982,6.6608562,3.16,254.9537,264.02777,539.7018,16.055555,200.55406,1.1643907,1.2030556,946.00134,383.136
301.7292,133.38594,166.21367,10.034722,6.6629424,3.16,255.04631,264.02777,539.7018,16.055555,200.55406,1.1643907,1.2030556,946.096,383.136
301.7292,133.47832,165.93253,10.041667,6.6649027,3.16,254.9537,264.02777,539.7018,16.048613,200.55406,1.1643907,1.2030556,946.096,383.136
301.7292,133.38594,165.93253,10.041667,6.668458,3.16,254.9537,264.02777,539.7018,16.048613,200.58125,1.1643907,1.2030556,946.00134,383.136
301.7292,133.38594,166.11995,10.00463,6.6700983,3.16,255.02315,264.02777,539.7018,16.041666,200.58125,1.1643907,1.2030556,946.096,383.136
301.7292,133.6631,165.74512,10.011574,6.6710877,3.16,254.9537,264.02777,539.7018,16.048613,200.58125,1.1643907,1.2030556,946.096,383.136
301.7292,133.6631,165.65141,10.034722,6.6715717,3.16,254.9537,264.02777,539.7018,16.025463,200.58125,1.1643907,1.2030556,946.1592,383.136
301.7292,133.47832,166.02625,10.018518,6.671862,3.16,254.9537,264.02777,539.7018,16.034721,200.58125,1.1643907,1.2030556,946.06445,383.136
310.8062,133.47832,165.65141,10.027779,6.672065,3.16,254.9537,264.02777,539.7018,16.041666,200.55406,1.1643907,1.2030556,946.096,383.136
310.8062,133.7555,165.55772,10.041667,6.6722713,3.16,254.9537,264.02777,539.7018,16.055555,200.55406,1.1643907,1.2030556,946.19073,383.136
310.8062,133.7555,165.55772,10.048612,6.672535,3.16,254.9537,264.02777,539.7018,16.041666,200.55406,1.1643907,1.2030556,946.19073,383.136
310.8062,133.47832,165.93253,10.027779,6.672574,3.16,254.9537,264.02777,539.7018,16.048613,200.55406,1.1643907,1.2030556,946.096,383.136
310.8062,133.47832,166.11995,9.997685,6.672405,3.16,254.9537,264.02777,539.7018,16.055555,200.54044,1.1643907,1.2030556,946.19073,383.136
310.8062,133.7555,165.74512,10.025463,6.6721854,3.16,254.88428,264.02777,539.7018,16.032406,200.54044,1.1643907,1.2030556,946.1592,383.136
310.8062,133.47832,165.74512,10.025463,6.671785,3.16,254.9537,264.0046,539.7018,16.055555,200.54044,1.1643907,1.2030556,946.1592,383.136
310.8062,133.47832,166.11995,10.041667,6.6713953,3.16,254.9537,264.09723,539.7018,16.055555,200.49966,1.1643907,1.2030556,945.96985,383.136
310.8062,133.47832,166.21367,10.041667,6.671063,3.16,255.02315,264.02777,539.7018,16.048613,200.49966,1.1643907,1.2030556,946.1592,383.136
310.8062,133.6631,166.11995,10.027779,6.67078,3.16,254.9537,264.02777,539.7018,16.041666,200.48607,1.1643907,1.2030556,946.1592,383.136
310.8062,133.7555,165.65141,10.020833,6.6703444,3.16,254.9537,264.0046,539.7018,16.048613,200.48607,1.1643907,1.2030556,946.19073,383.136
310.8062,133.47832,165.93253,10.0625,6.6695204,3.16,254.9537,264.09723,539.7018,16.057869,200.45885,1.1643907,1.2030556,946.096,383.136
310.8062,133.47832,166.38333,10.041667,6.668421,3.16,254.9537,264.02777,539.7018,16.048613,200.45885,1.1643907,1.2030556,946.19073,383.136
310.8062,133.7555,165.93253,10.006944,6.6671743,3.16,254.88428,264.02777,539.7018,16.041666,200.41808,1.1643907,1.2030556,946.19073,383.136
310.8062,133.7555,165.93253,10.027779,6.6659455,3.16,254.9537,264.02777,539.7018,16.048613,200.40448,1.1643907,1.2030556,946.19073,383.136
310.8062,133.47832,166.11995,10.034722,6.664555,3.16,254.9537,263.93518,539.7018,16.018518,200.40448,1.1643907,1.2030556,946.096,383.136
310.8062,133.6631,166.47798,10.048612,6.663096,3.16,254.9537,263.93518,539.7018,16.048613,200.37726,1.1643907,1.2030556,946.3801,383.136
314.51422,133.6631,165.93253,10.034722,6.65921,3.16,254.9537,263.93518,539.7018,16.048613,200.32289,1.1643907,1.2030556,946.19073,383.136
314.51422,133.6631,166.21367,10.027779,6.6567636,3.16,254.88428,264.02777,539.7018,16.048613,200.32289,1.1643907,1.2030556,946.096,383.136
314.51422,133.7555,166.02625,10.041667,6.6542506,3.16,254.9537,264.02777,539.7018,16.055555,200.2957,1.1643907,1.2030556,946.1592,383.136
314.51422,133.84789,166.02625,9.997685,6.651583,3.16,254.88428,263.93518,539.7018,16.011574,200.28207,1.1643907,1.2030556,946.3801,383.136
314.51422,133.7555,166.11995,10.041667,6.648816,3.16,254.9537,264.0046,539.7018,16.055555,200.2413,1.1643907,1.2030556,946.3801,383.136
314.51422,133.7555,166.38333,10.034722,6.6461616,3.16,254.88428,264.0046,539.7018,16.018518,200.2413,1.1643907,1.2030556,946.3801,383.136
314.51422,133.84789,165.93253,10.027779,6.643424,3.16,254.9537,264.02777,539.7018,19.456018,200.21411,1.1643907,1.2030556,946.3801,383.136
314.51422,133.6631,166.11995,10.034722,6.64027,3.16,254.9537,264.02777,539.7018,19.439816,200.2005,1.1643907,1.2030556,946.19073,383.136
314.51422,133.6631,166.47798,10.041667,6.636595,3.16,254.88428,264.0046,539.7018,19.458332,200.15971,1.1643907,1.2030556,946.3801,383.136
314.51422,133.84789,166.11995,10.048612,6.6329603,3.16,254.9537,264.0046,539.7018,19.458332,200.14612,1.1643907,1.2030556,946.3801,383.136
314.51422,133.94028,165.74512,10.034722,6.628913,3.16,254.9537,263.93518,539.7018,19.458332,200.11894,1.1643907,1.2030556,946.47473,383.136
